INFO:__main__:Rank: -1 - World Size: -1
INFO:__main__:Suppressing subprocess logging. If this is not desired enable debug mode.
2022-11-15 14:48:06.935648: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-11-15 14:48:07.226672: E tensorflow/stream_executor/cuda/cuda_blas.cc:2981] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
2022-11-15 14:48:09.786798: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.786998: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory
2022-11-15 14:48:09.787021: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
INFO:__main__:Loading data.
WARNING:datasets.builder:Found cached dataset sst2 (/home/users1/zhouwi/.cache/huggingface/datasets/sst2/default/2.0.0/9896208a8d85db057ac50c72282bcb8fe755accc671a57dd8059d4e130961ed5)
start
load data

  0%|          | 0/3 [00:00<?, ?it/s]
100%|██████████| 3/3 [00:00<00:00, 246.76it/s]
INFO:__main__:Initializing model.
Some weights of the model checkpoint at bert-base-uncased were not used when initializing BertForSequenceClassification: ['cls.seq_relationship.weight', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-uncased and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/mount/arbeitsdaten20/projekte/cik/users/wei/lsc/lib64/python3.10/site-packages/transformers/optimization.py:306: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
INFO:__main__:Updating 109483778 / 109483778 params.
INFO:__main__:Epoch: 0
INFO:__main__:Training...
67349
610
262
done loading dataset and model config
done loading model
warmup_steps 420.93125000000003

  0%|          | 0/2105 [00:00<?, ?it/s]Truncation was not explicitly activated but `max_length` is provided a specific value, please use `truncation=True` to explicitly truncate examples to max length. Defaulting to 'longest_first' truncation strategy. If you encode pairs of sequences (GLUE-style) with the tokenizer you can select this strategy more precisely by providing a specific strategy to `truncation`.
/mount/arbeitsdaten20/projekte/cik/users/wei/lsc/lib64/python3.10/site-packages/transformers/tokenization_utils_base.py:2323: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(

loss:  0.6862, accuracy: 0.5625:   0%|          | 0/2105 [00:03<?, ?it/s]
loss:  0.6862, accuracy: 0.5625:   0%|          | 1/2105 [00:03<2:19:46,  3.99s/it]
loss:  0.7142, accuracy: 0.5156:   0%|          | 1/2105 [00:07<2:19:46,  3.99s/it]
loss:  0.7142, accuracy: 0.5156:   0%|          | 2/2105 [00:07<2:06:44,  3.62s/it]
loss:  0.6958, accuracy: 0.5625:   0%|          | 2/2105 [00:10<2:06:44,  3.62s/it]
loss:  0.6958, accuracy: 0.5625:   0%|          | 3/2105 [00:10<2:01:06,  3.46s/it]
loss:  0.6918, accuracy: 0.5625:   0%|          | 3/2105 [00:13<2:01:06,  3.46s/it]
loss:  0.6918, accuracy: 0.5625:   0%|          | 4/2105 [00:13<1:58:30,  3.38s/it]
loss:  0.6790, accuracy: 0.5812:   0%|          | 4/2105 [00:17<1:58:30,  3.38s/it]
loss:  0.6790, accuracy: 0.5812:   0%|          | 5/2105 [00:17<1:56:58,  3.34s/it]
loss:  0.6791, accuracy: 0.5781:   0%|          | 5/2105 [00:20<1:56:58,  3.34s/it]
loss:  0.6791, accuracy: 0.5781:   0%|          | 6/2105 [00:20<1:56:08,  3.32s/it]
loss:  0.6854, accuracy: 0.5625:   0%|          | 6/2105 [00:23<1:56:08,  3.32s/it]
loss:  0.6854, accuracy: 0.5625:   0%|          | 7/2105 [00:23<1:55:41,  3.31s/it]
loss:  0.6944, accuracy: 0.5430:   0%|          | 7/2105 [00:26<1:55:41,  3.31s/it]
loss:  0.6944, accuracy: 0.5430:   0%|          | 8/2105 [00:26<1:55:21,  3.30s/it]
loss:  0.6892, accuracy: 0.5556:   0%|          | 8/2105 [00:30<1:55:21,  3.30s/it]
loss:  0.6892, accuracy: 0.5556:   0%|          | 9/2105 [00:30<1:55:10,  3.30s/it]
loss:  0.6878, accuracy: 0.5594:   0%|          | 9/2105 [00:33<1:55:10,  3.30s/it]
loss:  0.6878, accuracy: 0.5594:   0%|          | 10/2105 [00:33<1:54:47,  3.29s/it]
loss:  0.6925, accuracy: 0.5540:   0%|          | 10/2105 [00:36<1:54:47,  3.29s/it]
loss:  0.6925, accuracy: 0.5540:   1%|          | 11/2105 [00:36<1:54:22,  3.28s/it]
loss:  0.6907, accuracy: 0.5521:   1%|          | 11/2105 [00:40<1:54:22,  3.28s/it]
loss:  0.6907, accuracy: 0.5521:   1%|          | 12/2105 [00:40<1:54:03,  3.27s/it]
loss:  0.6910, accuracy: 0.5481:   1%|          | 12/2105 [00:43<1:54:03,  3.27s/it]
loss:  0.6910, accuracy: 0.5481:   1%|          | 13/2105 [00:43<1:53:56,  3.27s/it]
loss:  0.6884, accuracy: 0.5558:   1%|          | 13/2105 [00:46<1:53:56,  3.27s/it]
loss:  0.6884, accuracy: 0.5558:   1%|          | 14/2105 [00:46<1:53:52,  3.27s/it]
loss:  0.6917, accuracy: 0.5458:   1%|          | 14/2105 [00:49<1:53:52,  3.27s/it]
loss:  0.6917, accuracy: 0.5458:   1%|          | 15/2105 [00:49<1:53:36,  3.26s/it]
loss:  0.5826, accuracy: 0.6786:   4%|▍         | 83/2105 [04:33<1:49:07,  3.24s/it]
loss:  0.5826, accuracy: 0.6786:   4%|▍         | 84/2105 [04:33<1:48:55,  3.23s/it]
loss:  0.5791, accuracy: 0.6813:   4%|▍         | 84/2105 [04:36<1:48:55,  3.23s/it]
loss:  0.5791, accuracy: 0.6813:   4%|▍         | 85/2105 [04:36<1:48:46,  3.23s/it]
loss:  0.5777, accuracy: 0.6828:   4%|▍         | 85/2105 [04:39<1:48:46,  3.23s/it]
loss:  0.5777, accuracy: 0.6828:   4%|▍         | 86/2105 [04:39<1:49:10,  3.24s/it]
loss:  0.5744, accuracy: 0.6850:   4%|▍         | 86/2105 [04:42<1:49:10,  3.24s/it]
loss:  0.5744, accuracy: 0.6850:   4%|▍         | 87/2105 [04:42<1:48:55,  3.24s/it]
loss:  0.5719, accuracy: 0.6871:   4%|▍         | 87/2105 [04:46<1:48:55,  3.24s/it]
loss:  0.5719, accuracy: 0.6871:   4%|▍         | 88/2105 [04:46<1:48:54,  3.24s/it]
loss:  0.5684, accuracy: 0.6896:   4%|▍         | 88/2105 [04:49<1:48:54,  3.24s/it]
loss:  0.5684, accuracy: 0.6896:   4%|▍         | 89/2105 [04:49<1:48:50,  3.24s/it]
loss:  0.5647, accuracy: 0.6924:   4%|▍         | 89/2105 [04:52<1:48:50,  3.24s/it]
loss:  0.5647, accuracy: 0.6924:   4%|▍         | 90/2105 [04:52<1:48:46,  3.24s/it]
loss:  0.5630, accuracy: 0.6937:   4%|▍         | 90/2105 [04:55<1:48:46,  3.24s/it]
loss:  0.5630, accuracy: 0.6937:   4%|▍         | 91/2105 [04:55<1:48:38,  3.24s/it]
loss:  0.5600, accuracy: 0.6960:   4%|▍         | 91/2105 [04:59<1:48:38,  3.24s/it]
loss:  0.5600, accuracy: 0.6960:   4%|▍         | 92/2105 [04:59<1:48:32,  3.24s/it]
loss:  0.5577, accuracy: 0.6979:   4%|▍         | 92/2105 [05:02<1:48:32,  3.24s/it]
loss:  0.5577, accuracy: 0.6979:   4%|▍         | 93/2105 [05:02<1:48:21,  3.23s/it]
loss:  0.5539, accuracy: 0.7001:   4%|▍         | 93/2105 [05:05<1:48:21,  3.23s/it]
loss:  0.5539, accuracy: 0.7001:   4%|▍         | 94/2105 [05:05<1:48:17,  3.23s/it]
loss:  0.5522, accuracy: 0.7016:   4%|▍         | 94/2105 [05:08<1:48:17,  3.23s/it]
loss:  0.5522, accuracy: 0.7016:   5%|▍         | 95/2105 [05:08<1:48:14,  3.23s/it]
loss:  0.5503, accuracy: 0.7021:   5%|▍         | 95/2105 [05:11<1:48:14,  3.23s/it]
loss:  0.5503, accuracy: 0.7021:   5%|▍         | 96/2105 [05:11<1:48:08,  3.23s/it]
loss:  0.5484, accuracy: 0.7036:   5%|▍         | 96/2105 [05:15<1:48:08,  3.23s/it]
loss:  0.5484, accuracy: 0.7036:   5%|▍         | 97/2105 [05:15<1:48:03,  3.23s/it]
loss:  0.5447, accuracy: 0.7063:   5%|▍         | 97/2105 [05:18<1:48:03,  3.23s/it]
loss:  0.5447, accuracy: 0.7063:   5%|▍         | 98/2105 [05:18<1:47:57,  3.23s/it]
loss:  0.5427, accuracy: 0.7080:   5%|▍         | 98/2105 [05:21<1:47:57,  3.23s/it]
loss:  0.5427, accuracy: 0.7080:   5%|▍         | 99/2105 [05:21<1:47:54,  3.23s/it]
loss:  0.5421, accuracy: 0.7087:   5%|▍         | 99/2105 [05:24<1:47:54,  3.23s/it]
loss:  0.5421, accuracy: 0.7087:   5%|▍         | 100/2105 [05:24<1:48:08,  3.24s/it]
loss:  0.5409, accuracy: 0.7101:   5%|▍         | 100/2105 [05:28<1:48:08,  3.24s/it]
loss:  0.5409, accuracy: 0.7101:   5%|▍         | 101/2105 [05:28<1:47:58,  3.23s/it]
loss:  0.5385, accuracy: 0.7117:   5%|▍         | 101/2105 [05:31<1:47:58,  3.23s/it]
loss:  0.5385, accuracy: 0.7117:   5%|▍         | 102/2105 [05:31<1:47:59,  3.23s/it]
loss:  0.5396, accuracy: 0.7121:   5%|▍         | 102/2105 [05:34<1:47:59,  3.23s/it]
loss:  0.5396, accuracy: 0.7121:   5%|▍         | 103/2105 [05:34<1:47:52,  3.23s/it]
loss:  0.5386, accuracy: 0.7133:   5%|▍         | 103/2105 [05:37<1:47:52,  3.23s/it]
loss:  0.5386, accuracy: 0.7133:   5%|▍         | 104/2105 [05:37<1:47:48,  3.23s/it]
loss:  0.5360, accuracy: 0.7155:   5%|▍         | 104/2105 [05:41<1:47:48,  3.23s/it]
loss:  0.5360, accuracy: 0.7155:   5%|▍         | 105/2105 [05:41<1:47:45,  3.23s/it]
loss:  0.5338, accuracy: 0.7167:   5%|▍         | 105/2105 [05:44<1:47:45,  3.23s/it]
loss:  0.5338, accuracy: 0.7167:   5%|▌         | 106/2105 [05:44<1:47:36,  3.23s/it]
loss:  0.5318, accuracy: 0.7185:   5%|▌         | 106/2105 [05:47<1:47:36,  3.23s/it]
loss:  0.5318, accuracy: 0.7185:   5%|▌         | 107/2105 [05:47<1:47:34,  3.23s/it]
loss:  0.5299, accuracy: 0.7199:   5%|▌         | 107/2105 [05:50<1:47:34,  3.23s/it]
loss:  0.5299, accuracy: 0.7199:   5%|▌         | 108/2105 [05:50<1:47:30,  3.23s/it]
loss:  0.5289, accuracy: 0.7208:   5%|▌         | 108/2105 [05:53<1:47:30,  3.23s/it]
loss:  0.5289, accuracy: 0.7208:   5%|▌         | 109/2105 [05:53<1:47:27,  3.23s/it]
loss:  0.5276, accuracy: 0.7219:   5%|▌         | 109/2105 [05:57<1:47:27,  3.23s/it]
loss:  0.5276, accuracy: 0.7219:   5%|▌         | 110/2105 [05:57<1:47:26,  3.23s/it]
loss:  0.5248, accuracy: 0.7238:   5%|▌         | 110/2105 [06:00<1:47:26,  3.23s/it]
loss:  0.5248, accuracy: 0.7238:   5%|▌         | 111/2105 [06:00<1:47:22,  3.23s/it]
loss:  0.5236, accuracy: 0.7246:   5%|▌         | 111/2105 [06:03<1:47:22,  3.23s/it]
loss:  0.5236, accuracy: 0.7246:   5%|▌         | 112/2105 [06:03<1:47:17,  3.23s/it]
loss:  0.5218, accuracy: 0.7254:   5%|▌         | 112/2105 [06:06<1:47:17,  3.23s/it]
loss:  0.5218, accuracy: 0.7254:   5%|▌         | 113/2105 [06:06<1:47:13,  3.23s/it]
loss:  0.5189, accuracy: 0.7272:   5%|▌         | 113/2105 [06:10<1:47:13,  3.23s/it]
loss:  0.5189, accuracy: 0.7272:   5%|▌         | 114/2105 [06:10<1:47:24,  3.24s/it]
loss:  0.5173, accuracy: 0.7280:   5%|▌         | 114/2105 [06:13<1:47:24,  3.24s/it]
loss:  0.5173, accuracy: 0.7280:   5%|▌         | 115/2105 [06:13<1:47:12,  3.23s/it]
loss:  0.5157, accuracy: 0.7293:   5%|▌         | 115/2105 [06:16<1:47:12,  3.23s/it]
loss:  0.5157, accuracy: 0.7293:   6%|▌         | 116/2105 [06:16<1:47:34,  3.24s/it]
loss:  0.5142, accuracy: 0.7305:   6%|▌         | 116/2105 [06:19<1:47:34,  3.24s/it]
loss:  0.5142, accuracy: 0.7305:   6%|▌         | 117/2105 [06:19<1:47:21,  3.24s/it]
loss:  0.5129, accuracy: 0.7317:   6%|▌         | 117/2105 [06:23<1:47:21,  3.24s/it]
loss:  0.5129, accuracy: 0.7317:   6%|▌         | 118/2105 [06:23<1:47:13,  3.24s/it]
loss:  0.5112, accuracy: 0.7332:   6%|▌         | 118/2105 [06:26<1:47:13,  3.24s/it]
loss:  0.5112, accuracy: 0.7332:   6%|▌         | 119/2105 [06:26<1:47:15,  3.24s/it]
loss:  0.5089, accuracy: 0.7349:   6%|▌         | 119/2105 [06:29<1:47:15,  3.24s/it]
loss:  0.5089, accuracy: 0.7349:   6%|▌         | 120/2105 [06:29<1:47:04,  3.24s/it]
loss:  0.5086, accuracy: 0.7350:   6%|▌         | 120/2105 [06:32<1:47:04,  3.24s/it]
loss:  0.5086, accuracy: 0.7350:   6%|▌         | 121/2105 [06:32<1:46:55,  3.23s/it]
loss:  0.5078, accuracy: 0.7359:   6%|▌         | 121/2105 [06:36<1:46:55,  3.23s/it]
loss:  0.5078, accuracy: 0.7359:   6%|▌         | 122/2105 [06:36<1:46:53,  3.23s/it]
loss:  0.5057, accuracy: 0.7373:   6%|▌         | 122/2105 [06:39<1:46:53,  3.23s/it]
loss:  0.5057, accuracy: 0.7373:   6%|▌         | 123/2105 [06:39<1:47:03,  3.24s/it]
loss:  0.5070, accuracy: 0.7371:   6%|▌         | 123/2105 [06:42<1:47:03,  3.24s/it]
loss:  0.5070, accuracy: 0.7371:   6%|▌         | 124/2105 [06:42<1:47:03,  3.24s/it]
loss:  0.5079, accuracy: 0.7372:   6%|▌         | 124/2105 [06:45<1:47:03,  3.24s/it]
loss:  0.5079, accuracy: 0.7372:   6%|▌         | 125/2105 [06:45<1:46:49,  3.24s/it]
loss:  0.5057, accuracy: 0.7386:   6%|▌         | 125/2105 [06:48<1:46:49,  3.24s/it]
loss:  0.5057, accuracy: 0.7386:   6%|▌         | 126/2105 [06:48<1:46:43,  3.24s/it]
loss:  0.5051, accuracy: 0.7389:   6%|▌         | 126/2105 [06:52<1:46:43,  3.24s/it]
loss:  0.5051, accuracy: 0.7389:   6%|▌         | 127/2105 [06:52<1:46:36,  3.23s/it]
loss:  0.5035, accuracy: 0.7402:   6%|▌         | 127/2105 [06:55<1:46:36,  3.23s/it]
loss:  0.5035, accuracy: 0.7402:   6%|▌         | 128/2105 [06:55<1:46:42,  3.24s/it]
loss:  0.5020, accuracy: 0.7415:   6%|▌         | 128/2105 [06:58<1:46:42,  3.24s/it]
loss:  0.5020, accuracy: 0.7415:   6%|▌         | 129/2105 [06:58<1:46:29,  3.23s/it]
loss:  0.4997, accuracy: 0.7430:   6%|▌         | 129/2105 [07:01<1:46:29,  3.23s/it]
loss:  0.4997, accuracy: 0.7430:   6%|▌         | 130/2105 [07:01<1:46:42,  3.24s/it]
loss:  0.4999, accuracy: 0.7431:   6%|▌         | 130/2105 [07:05<1:46:42,  3.24s/it]
loss:  0.4999, accuracy: 0.7431:   6%|▌         | 131/2105 [07:05<1:46:34,  3.24s/it]
loss:  0.4985, accuracy: 0.7438:   6%|▌         | 131/2105 [07:08<1:46:34,  3.24s/it]
loss:  0.4985, accuracy: 0.7438:   6%|▋         | 132/2105 [07:08<1:46:26,  3.24s/it]
loss:  0.4963, accuracy: 0.7453:   6%|▋         | 132/2105 [07:11<1:46:26,  3.24s/it]
loss:  0.4963, accuracy: 0.7453:   6%|▋         | 133/2105 [07:11<1:46:21,  3.24s/it]
loss:  0.4952, accuracy: 0.7463:   6%|▋         | 133/2105 [07:14<1:46:21,  3.24s/it]
loss:  0.4952, accuracy: 0.7463:   6%|▋         | 134/2105 [07:14<1:46:13,  3.23s/it]
loss:  0.4949, accuracy: 0.7470:   6%|▋         | 134/2105 [07:18<1:46:13,  3.23s/it]
loss:  0.4949, accuracy: 0.7470:   6%|▋         | 135/2105 [07:18<1:46:16,  3.24s/it]
loss:  0.4936, accuracy: 0.7479:   6%|▋         | 135/2105 [07:21<1:46:16,  3.24s/it]
loss:  0.4936, accuracy: 0.7479:   6%|▋         | 136/2105 [07:21<1:46:04,  3.23s/it]
loss:  0.4918, accuracy: 0.7493:   6%|▋         | 136/2105 [07:24<1:46:04,  3.23s/it]
loss:  0.4918, accuracy: 0.7493:   7%|▋         | 137/2105 [07:24<1:45:55,  3.23s/it]
loss:  0.4914, accuracy: 0.7498:   7%|▋         | 137/2105 [07:27<1:45:55,  3.23s/it]
loss:  0.4914, accuracy: 0.7498:   7%|▋         | 138/2105 [07:27<1:45:52,  3.23s/it]
loss:  0.4902, accuracy: 0.7509:   7%|▋         | 138/2105 [07:31<1:45:52,  3.23s/it]
loss:  0.4902, accuracy: 0.7509:   7%|▋         | 139/2105 [07:31<1:45:51,  3.23s/it]
loss:  0.4885, accuracy: 0.7520:   7%|▋         | 139/2105 [07:34<1:45:51,  3.23s/it]
loss:  0.4885, accuracy: 0.7520:   7%|▋         | 140/2105 [07:34<1:45:44,  3.23s/it]
loss:  0.4871, accuracy: 0.7531:   7%|▋         | 140/2105 [07:37<1:45:44,  3.23s/it]
loss:  0.4871, accuracy: 0.7531:   7%|▋         | 141/2105 [07:37<1:47:15,  3.28s/it]
loss:  0.4849, accuracy: 0.7544:   7%|▋         | 141/2105 [07:40<1:47:15,  3.28s/it]
loss:  0.4849, accuracy: 0.7544:   7%|▋         | 142/2105 [07:40<1:47:11,  3.28s/it]
loss:  0.4833, accuracy: 0.7555:   7%|▋         | 142/2105 [07:44<1:47:11,  3.28s/it]
loss:  0.4833, accuracy: 0.7555:   7%|▋         | 143/2105 [07:44<1:46:40,  3.26s/it]
loss:  0.4825, accuracy: 0.7563:   7%|▋         | 143/2105 [07:47<1:46:40,  3.26s/it]
loss:  0.4825, accuracy: 0.7563:   7%|▋         | 144/2105 [07:47<1:46:20,  3.25s/it]
loss:  0.4818, accuracy: 0.7569:   7%|▋         | 144/2105 [07:50<1:46:20,  3.25s/it]
loss:  0.4818, accuracy: 0.7569:   7%|▋         | 145/2105 [07:50<1:46:04,  3.25s/it]
loss:  0.4806, accuracy: 0.7577:   7%|▋         | 145/2105 [07:53<1:46:04,  3.25s/it]
loss:  0.4806, accuracy: 0.7577:   7%|▋         | 146/2105 [07:53<1:45:48,  3.24s/it]
loss:  0.4805, accuracy: 0.7579:   7%|▋         | 146/2105 [07:57<1:45:48,  3.24s/it]
loss:  0.4805, accuracy: 0.7579:   7%|▋         | 147/2105 [07:57<1:45:36,  3.24s/it]
loss:  0.4797, accuracy: 0.7584:   7%|▋         | 147/2105 [08:00<1:45:36,  3.24s/it]
loss:  0.4797, accuracy: 0.7584:   7%|▋         | 148/2105 [08:00<1:45:27,  3.23s/it]
loss:  0.4783, accuracy: 0.7594:   7%|▋         | 148/2105 [08:03<1:45:27,  3.23s/it]
loss:  0.4783, accuracy: 0.7594:   7%|▋         | 149/2105 [08:03<1:45:21,  3.23s/it]
loss:  0.4781, accuracy: 0.7596:   7%|▋         | 149/2105 [08:06<1:45:21,  3.23s/it]
loss:  0.4781, accuracy: 0.7596:   7%|▋         | 150/2105 [08:06<1:45:16,  3.23s/it]
loss:  0.4767, accuracy: 0.7608:   7%|▋         | 150/2105 [08:09<1:45:16,  3.23s/it]
loss:  0.4767, accuracy: 0.7608:   7%|▋         | 151/2105 [08:09<1:45:11,  3.23s/it]
loss:  0.4752, accuracy: 0.7617:   7%|▋         | 151/2105 [08:13<1:45:11,  3.23s/it]
loss:  0.4752, accuracy: 0.7617:   7%|▋         | 152/2105 [08:13<1:44:56,  3.22s/it]
loss:  0.4732, accuracy: 0.7631:   7%|▋         | 152/2105 [08:16<1:44:56,  3.22s/it]
loss:  0.4732, accuracy: 0.7631:   7%|▋         | 153/2105 [08:16<1:44:41,  3.22s/it]
loss:  0.4717, accuracy: 0.7640:   7%|▋         | 153/2105 [08:19<1:44:41,  3.22s/it]
loss:  0.4717, accuracy: 0.7640:   7%|▋         | 154/2105 [08:19<1:44:33,  3.22s/it]
loss:  0.4714, accuracy: 0.7643:   7%|▋         | 154/2105 [08:22<1:44:33,  3.22s/it]
loss:  0.4714, accuracy: 0.7643:   7%|▋         | 155/2105 [08:22<1:44:25,  3.21s/it]
loss:  0.4699, accuracy: 0.7652:   7%|▋         | 155/2105 [08:26<1:44:25,  3.21s/it]
loss:  0.4699, accuracy: 0.7652:   7%|▋         | 156/2105 [08:26<1:44:42,  3.22s/it]
loss:  0.4688, accuracy: 0.7661:   7%|▋         | 156/2105 [08:29<1:44:42,  3.22s/it]
loss:  0.4688, accuracy: 0.7661:   7%|▋         | 157/2105 [08:29<1:44:30,  3.22s/it]
loss:  0.4677, accuracy: 0.7670:   7%|▋         | 157/2105 [08:32<1:44:30,  3.22s/it]
loss:  0.4677, accuracy: 0.7670:   8%|▊         | 158/2105 [08:32<1:44:21,  3.22s/it]
loss:  0.4666, accuracy: 0.7679:   8%|▊         | 158/2105 [08:35<1:44:21,  3.22s/it]
loss:  0.4666, accuracy: 0.7679:   8%|▊         | 159/2105 [08:35<1:44:19,  3.22s/it]
loss:  0.4658, accuracy: 0.7684:   8%|▊         | 159/2105 [08:39<1:44:19,  3.22s/it]
loss:  0.4658, accuracy: 0.7684:   8%|▊         | 160/2105 [08:39<1:49:24,  3.38s/it]
loss:  0.4640, accuracy: 0.7694:   8%|▊         | 160/2105 [08:42<1:49:24,  3.38s/it]
loss:  0.4640, accuracy: 0.7694:   8%|▊         | 161/2105 [08:42<1:48:34,  3.35s/it]
loss:  0.4621, accuracy: 0.7706:   8%|▊         | 161/2105 [08:45<1:48:34,  3.35s/it]
loss:  0.4621, accuracy: 0.7706:   8%|▊         | 162/2105 [08:45<1:47:49,  3.33s/it]
loss:  0.4609, accuracy: 0.7715:   8%|▊         | 162/2105 [08:49<1:47:49,  3.33s/it]
loss:  0.4609, accuracy: 0.7715:   8%|▊         | 163/2105 [08:49<1:46:40,  3.30s/it]
loss:  0.4608, accuracy: 0.7717:   8%|▊         | 163/2105 [08:52<1:46:40,  3.30s/it]
loss:  0.4608, accuracy: 0.7717:   8%|▊         | 164/2105 [08:52<1:45:50,  3.27s/it]
loss:  0.4605, accuracy: 0.7723:   8%|▊         | 164/2105 [08:55<1:45:50,  3.27s/it]
loss:  0.4605, accuracy: 0.7723:   8%|▊         | 165/2105 [08:55<1:45:59,  3.28s/it]
loss:  0.4603, accuracy: 0.7726:   8%|▊         | 165/2105 [08:58<1:45:59,  3.28s/it]
loss:  0.4603, accuracy: 0.7726:   8%|▊         | 166/2105 [08:58<1:45:44,  3.27s/it]
loss:  0.4592, accuracy: 0.7732:   8%|▊         | 166/2105 [09:02<1:45:44,  3.27s/it]
loss:  0.4592, accuracy: 0.7732:   8%|▊         | 167/2105 [09:02<1:45:06,  3.25s/it]
loss:  0.4591, accuracy: 0.7736:   8%|▊         | 167/2105 [09:05<1:45:06,  3.25s/it]
loss:  0.4591, accuracy: 0.7736:   8%|▊         | 168/2105 [09:05<1:44:53,  3.25s/it]
loss:  0.4574, accuracy: 0.7744:   8%|▊         | 168/2105 [09:08<1:44:53,  3.25s/it]
loss:  0.4574, accuracy: 0.7744:   8%|▊         | 169/2105 [09:08<1:44:32,  3.24s/it]
loss:  0.4569, accuracy: 0.7748:   8%|▊         | 169/2105 [09:11<1:44:32,  3.24s/it]
loss:  0.4569, accuracy: 0.7748:   8%|▊         | 170/2105 [09:11<1:44:29,  3.24s/it]
loss:  0.4564, accuracy: 0.7752:   8%|▊         | 170/2105 [09:15<1:44:29,  3.24s/it]
loss:  0.4564, accuracy: 0.7752:   8%|▊         | 171/2105 [09:15<1:44:12,  3.23s/it]
loss:  0.4547, accuracy: 0.7763:   8%|▊         | 171/2105 [09:18<1:44:12,  3.23s/it]
loss:  0.4547, accuracy: 0.7763:   8%|▊         | 172/2105 [09:18<1:43:53,  3.22s/it]
loss:  0.4540, accuracy: 0.7771:   8%|▊         | 172/2105 [09:21<1:43:53,  3.22s/it]
loss:  0.4540, accuracy: 0.7771:   8%|▊         | 173/2105 [09:21<1:43:43,  3.22s/it]
loss:  0.4545, accuracy: 0.7773:   8%|▊         | 173/2105 [09:24<1:43:43,  3.22s/it]
loss:  0.4545, accuracy: 0.7773:   8%|▊         | 174/2105 [09:24<1:43:34,  3.22s/it]
loss:  0.4538, accuracy: 0.7779:   8%|▊         | 174/2105 [09:27<1:43:34,  3.22s/it]
loss:  0.4538, accuracy: 0.7779:   8%|▊         | 175/2105 [09:27<1:43:27,  3.22s/it]
loss:  0.4539, accuracy: 0.7779:   8%|▊         | 175/2105 [09:31<1:43:27,  3.22s/it]
loss:  0.4539, accuracy: 0.7779:   8%|▊         | 176/2105 [09:31<1:43:21,  3.21s/it]
loss:  0.4528, accuracy: 0.7788:   8%|▊         | 176/2105 [09:34<1:43:21,  3.21s/it]
loss:  0.4528, accuracy: 0.7788:   8%|▊         | 177/2105 [09:34<1:43:18,  3.21s/it]
loss:  0.4521, accuracy: 0.7795:   8%|▊         | 177/2105 [09:37<1:43:18,  3.21s/it]
loss:  0.4521, accuracy: 0.7795:   8%|▊         | 178/2105 [09:37<1:43:18,  3.22s/it]
loss:  0.4510, accuracy: 0.7804:   8%|▊         | 178/2105 [09:40<1:43:18,  3.22s/it]
loss:  0.4510, accuracy: 0.7804:   9%|▊         | 179/2105 [09:40<1:43:42,  3.23s/it]
loss:  0.4502, accuracy: 0.7811:   9%|▊         | 179/2105 [09:44<1:43:42,  3.23s/it]
loss:  0.4502, accuracy: 0.7811:   9%|▊         | 180/2105 [09:44<1:43:27,  3.22s/it]
loss:  0.4498, accuracy: 0.7812:   9%|▊         | 180/2105 [09:47<1:43:27,  3.22s/it]
loss:  0.4498, accuracy: 0.7812:   9%|▊         | 181/2105 [09:47<1:43:20,  3.22s/it]
